department,jobtitle,gender,count
Accounting,"Accountant I",Female,30
Accounting,"Accountant I",Male,46
Accounting,"Accountant I",Non-Conforming,3
Accounting,"Accountant II",Female,48
Accounting,"Accountant II",Male,39
Accounting,"Accountant II",Non-Conforming,2
Accounting,"Accountant III",Female,45
Accounting,"Accountant III",Male,38
Accounting,"Accountant III",Non-Conforming,3
Accounting,"Accountant IV",Female,38
Accounting,"Accountant IV",Male,46
Accounting,"Accountant IV",Non-Conforming,3
Accounting,"Accounting Assistant I",Female,42
Accounting,"Accounting Assistant I",Male,44
Accounting,"Accounting Assistant I",Non-Conforming,3
Accounting,"Accounting Assistant II",Female,34
Accounting,"Accounting Assistant II",Male,47
Accounting,"Accounting Assistant II",Non-Conforming,2
Accounting,"Accounting Assistant III",Female,34
Accounting,"Accounting Assistant III",Male,35
Accounting,"Accounting Assistant III",Non-Conforming,3
Accounting,"Accounting Assistant IV",Female,49
Accounting,"Accounting Assistant IV",Male,46
Accounting,Actuary,Female,13
Accounting,Actuary,Male,15
Accounting,"Administrative Assistant I",Female,4
Accounting,"Administrative Assistant I",Male,3
Accounting,"Administrative Assistant I",Non-Conforming,1
Accounting,"Administrative Assistant II",Female,4
Accounting,"Administrative Assistant II",Male,1
Accounting,"Administrative Assistant III",Female,6
Accounting,"Administrative Assistant III",Male,2
Accounting,"Administrative Assistant IV",Female,3
Accounting,"Administrative Assistant IV",Male,4
Accounting,"Administrative Officer",Female,13
Accounting,"Administrative Officer",Male,15
Accounting,"Administrative Officer",Non-Conforming,1
Accounting,"Budget/Accounting Analyst I",Female,80
Accounting,"Budget/Accounting Analyst I",Male,79
Accounting,"Budget/Accounting Analyst I",Non-Conforming,2
Accounting,"Budget/Accounting Analyst II",Female,69
Accounting,"Budget/Accounting Analyst II",Male,93
Accounting,"Budget/Accounting Analyst II",Non-Conforming,4
Accounting,"Budget/Accounting Analyst III",Female,77
Accounting,"Budget/Accounting Analyst III",Male,78
Accounting,"Budget/Accounting Analyst III",Non-Conforming,5
Accounting,"Budget/Accounting Analyst IV",Female,82
Accounting,"Budget/Accounting Analyst IV",Male,94
Accounting,"Budget/Accounting Analyst IV",Non-Conforming,5
Accounting,"Cost Accountant",Female,139
Accounting,"Cost Accountant",Male,158
Accounting,"Cost Accountant",Non-Conforming,11
Accounting,"Financial Advisor",Female,14
Accounting,"Financial Advisor",Male,12
Accounting,"Financial Advisor",Non-Conforming,2
Accounting,"Financial Analyst",Female,36
Accounting,"Financial Analyst",Male,29
Accounting,"Financial Analyst",Non-Conforming,2
Accounting,"Payment Adjustment Coordinator",Female,8
Accounting,"Payment Adjustment Coordinator",Male,15
Accounting,"Senior Cost Accountant",Female,148
Accounting,"Senior Cost Accountant",Male,160
Accounting,"Senior Cost Accountant",Non-Conforming,9
Accounting,"Senior Financial Analyst",Female,12
Accounting,"Senior Financial Analyst",Male,18
Accounting,"Staff Accountant I",Female,195
Accounting,"Staff Accountant I",Male,237
Accounting,"Staff Accountant I",Non-Conforming,9
Accounting,"Staff Accountant II",Female,36
Accounting,"Staff Accountant II",Male,40
Accounting,"Staff Accountant II",Non-Conforming,4
Accounting,"Staff Accountant III",Female,40
Accounting,"Staff Accountant III",Male,48
Accounting,"Staff Accountant III",Non-Conforming,8
Accounting,"Staff Accountant IV",Female,55
Accounting,"Staff Accountant IV",Male,44
Accounting,"Staff Accountant IV",Non-Conforming,3
Accounting,"Structural Engineer",Female,14
Accounting,"Structural Engineer",Male,14
Accounting,"Tax Accountant",Female,128
Accounting,"Tax Accountant",Male,170
Accounting,"Tax Accountant",Non-Conforming,5
Accounting,"VP Accounting",Female,35
Accounting,"VP Accounting",Male,41
Accounting,"VP Accounting",Non-Conforming,1
Auditing,"Internal Auditor",Female,24
Auditing,"Internal Auditor",Male,28
"Business Development","Business Analyst",Female,273
"Business Development","Business Analyst",Male,296
"Business Development","Business Analyst",Non-Conforming,20
"Business Development","Business Development Manager",Female,1
"Business Development","Business Development Manager",Male,4
"Business Development","Human Resources Analyst II",Female,1
"Business Development","Human Resources Analyst II",Male,1
"Business Development","Research Assistant I",Female,127
"Business Development","Research Assistant I",Male,156
"Business Development","Research Assistant I",Non-Conforming,8
"Business Development","Research Assistant II",Female,351
"Business Development","Research Assistant II",Male,371
"Business Development","Research Assistant II",Non-Conforming,21
"Business Development","Research Assistant III",Female,4
"Business Development","Research Assistant III",Male,8
Engineering,"Administrative Assistant I",Female,3
Engineering,"Administrative Assistant I",Male,2
Engineering,"Administrative Assistant II",Female,2
Engineering,"Administrative Assistant II",Male,2
Engineering,"Administrative Assistant II",Non-Conforming,1
Engineering,"Administrative Assistant III",Female,3
Engineering,"Administrative Assistant III",Male,4
Engineering,"Administrative Assistant IV",Male,1
Engineering,"Administrative Officer",Female,14
Engineering,"Administrative Officer",Male,15
Engineering,"Administrative Officer",Non-Conforming,1
Engineering,"Analog Circuit Design manager",Female,20
Engineering,"Analog Circuit Design manager",Male,27
Engineering,"Analog Circuit Design manager",Non-Conforming,1
Engineering,"Analyst Programmer",Female,181
Engineering,"Analyst Programmer",Male,179
Engineering,"Analyst Programmer",Non-Conforming,12
Engineering,"Assistant Manager",Female,8
Engineering,"Assistant Manager",Male,8
Engineering,"Associate Professor",Male,1
Engineering,"Automation Specialist I",Female,5
Engineering,"Automation Specialist I",Male,13
Engineering,"Automation Specialist I",Non-Conforming,3
Engineering,"Automation Specialist II",Female,8
Engineering,"Automation Specialist II",Male,11
Engineering,"Automation Specialist II",Non-Conforming,2
Engineering,"Automation Specialist III",Female,3
Engineering,"Automation Specialist III",Male,2
Engineering,"Automation Specialist IV",Female,6
Engineering,"Automation Specialist IV",Male,6
Engineering,"Business Analyst",Female,27
Engineering,"Business Analyst",Male,24
Engineering,"Business Analyst",Non-Conforming,4
Engineering,"Business Systems Development Analyst",Female,155
Engineering,"Business Systems Development Analyst",Male,172
Engineering,"Business Systems Development Analyst",Non-Conforming,14
Engineering,"Chief Design Engineer",Female,35
Engineering,"Chief Design Engineer",Male,34
Engineering,"Chief Design Engineer",Non-Conforming,2
Engineering,"Computer Systems Analyst I",Female,45
Engineering,"Computer Systems Analyst I",Male,43
Engineering,"Computer Systems Analyst I",Non-Conforming,2
Engineering,"Computer Systems Analyst II",Female,43
Engineering,"Computer Systems Analyst II",Male,48
Engineering,"Computer Systems Analyst II",Non-Conforming,1
Engineering,"Computer Systems Analyst III",Female,34
Engineering,"Computer Systems Analyst III",Male,40
Engineering,"Computer Systems Analyst III",Non-Conforming,2
Engineering,"Computer Systems Analyst IV",Female,30
Engineering,"Computer Systems Analyst IV",Male,41
Engineering,"Computer Systems Analyst IV",Non-Conforming,1
Engineering,"Data Coordiator",Female,162
Engineering,"Data Coordiator",Male,179
Engineering,"Data Coordiator",Non-Conforming,15
Engineering,"Data Visualization Specialist",Female,202
Engineering,"Data Visualization Specialist",Male,242
Engineering,"Data Visualization Specialist",Non-Conforming,13
Engineering,"Database Administrator I",Female,36
Engineering,"Database Administrator I",Male,44
Engineering,"Database Administrator I",Non-Conforming,4
Engineering,"Database Administrator II",Female,41
Engineering,"Database Administrator II",Male,49
Engineering,"Database Administrator II",Non-Conforming,1
Engineering,"Database Administrator III",Female,44
Engineering,"Database Administrator III",Male,36
Engineering,"Database Administrator III",Non-Conforming,3
Engineering,"Database Administrator IV",Female,43
Engineering,"Database Administrator IV",Male,38
Engineering,"Database Administrator IV",Non-Conforming,2
Engineering,"Design Engineer",Female,17
Engineering,"Design Engineer",Male,11
Engineering,"Developer I",Female,47
Engineering,"Developer I",Male,30
Engineering,"Developer I",Non-Conforming,4
Engineering,"Developer II",Female,31
Engineering,"Developer II",Male,29
Engineering,"Developer II",Non-Conforming,7
Engineering,"Developer III",Female,36
Engineering,"Developer III",Male,46
Engineering,"Developer III",Non-Conforming,1
Engineering,"Developer IV",Female,39
Engineering,"Developer IV",Male,37
Engineering,"Electrical Engineer",Female,17
Engineering,"Electrical Engineer",Male,13
Engineering,"Electrical Engineer",Non-Conforming,1
Engineering,"Engineer I",Female,4
Engineering,"Engineer I",Male,5
Engineering,"Engineer II",Female,1
Engineering,"Engineer II",Male,5
Engineering,"Engineer III",Female,1
Engineering,"Engineer III",Male,3
Engineering,"Engineer IV",Female,1
Engineering,"Engineer IV",Male,2
Engineering,"Information Systems Manager",Female,16
Engineering,"Information Systems Manager",Male,15
Engineering,"Information Systems Manager",Non-Conforming,1
Engineering,"Mechanical Systems Engineer",Female,17
Engineering,"Mechanical Systems Engineer",Male,10
Engineering,"Mechanical Systems Engineer",Non-Conforming,1
Engineering,"Product Engineer",Female,15
Engineering,"Product Engineer",Male,18
Engineering,"Programmer Analyst I",Female,46
Engineering,"Programmer Analyst I",Male,43
Engineering,"Programmer Analyst I",Non-Conforming,5
Engineering,"Programmer Analyst II",Female,43
Engineering,"Programmer Analyst II",Male,49
Engineering,"Programmer Analyst II",Non-Conforming,1
Engineering,"Programmer Analyst III",Female,36
Engineering,"Programmer Analyst III",Male,44
Engineering,"Programmer Analyst IV",Female,34
Engineering,"Programmer Analyst IV",Male,39
Engineering,"Programmer Analyst IV",Non-Conforming,3
Engineering,"Programmer I",Female,39
Engineering,"Programmer I",Male,41
Engineering,"Programmer I",Non-Conforming,6
Engineering,"Programmer II",Female,37
Engineering,"Programmer II",Male,40
Engineering,"Programmer II",Non-Conforming,2
Engineering,"Programmer III",Female,41
Engineering,"Programmer III",Male,40
Engineering,"Programmer IV",Female,26
Engineering,"Programmer IV",Male,36
Engineering,"Programmer IV",Non-Conforming,1
Engineering,"Quality Control Specialist",Female,17
Engineering,"Quality Control Specialist",Male,14
Engineering,"Quality Control Specialist",Non-Conforming,1
Engineering,"Quality Engineer",Female,15
Engineering,"Quality Engineer",Male,14
Engineering,"Recruiting Manager",Female,12
Engineering,"Recruiting Manager",Male,8
Engineering,"Recruiting Manager",Non-Conforming,2
Engineering,"Research Assistant I",Female,17
Engineering,"Research Assistant I",Male,14
Engineering,"Research Assistant I",Non-Conforming,2
Engineering,"Research Assistant II",Female,8
Engineering,"Research Assistant II",Male,3
Engineering,"Research Assistant III",Female,4
Engineering,"Research Assistant III",Male,2
Engineering,"Research Assistant IV",Female,3
Engineering,"Research Assistant IV",Male,3
Engineering,"Research Assistant IV",Non-Conforming,1
Engineering,"Research Associate",Female,10
Engineering,"Research Associate",Male,10
Engineering,"Senior Developer",Female,184
Engineering,"Senior Developer",Male,172
Engineering,"Senior Developer",Non-Conforming,5
Engineering,"Senior Financial Analyst",Female,15
Engineering,"Senior Financial Analyst",Male,13
Engineering,"Senior Financial Analyst",Non-Conforming,1
Engineering,"Senior Quality Engineer",Female,17
Engineering,"Senior Quality Engineer",Male,19
Engineering,"Senior Quality Engineer",Non-Conforming,1
Engineering,"Software Consultant",Female,146
Engineering,"Software Consultant",Male,180
Engineering,"Software Consultant",Non-Conforming,10
Engineering,"Software Engineer I",Female,192
Engineering,"Software Engineer I",Male,193
Engineering,"Software Engineer I",Non-Conforming,12
Engineering,"Software Engineer II",Female,37
Engineering,"Software Engineer II",Male,45
Engineering,"Software Engineer II",Non-Conforming,2
Engineering,"Software Engineer III",Female,50
Engineering,"Software Engineer III",Male,49
Engineering,"Software Engineer III",Non-Conforming,1
Engineering,"Software Engineer IV",Female,44
Engineering,"Software Engineer IV",Male,49
Engineering,"Software Engineer IV",Non-Conforming,1
Engineering,"Software Test Engineer I",Female,41
Engineering,"Software Test Engineer I",Male,45
Engineering,"Software Test Engineer I",Non-Conforming,2
Engineering,"Software Test Engineer II",Female,33
Engineering,"Software Test Engineer II",Male,38
Engineering,"Software Test Engineer II",Non-Conforming,3
Engineering,"Software Test Engineer III",Female,43
Engineering,"Software Test Engineer III",Male,43
Engineering,"Software Test Engineer III",Non-Conforming,1
Engineering,"Software Test Engineer IV",Female,39
Engineering,"Software Test Engineer IV",Male,49
Engineering,"Staff Scientist",Female,18
Engineering,"Staff Scientist",Male,13
Engineering,"Staff Scientist",Non-Conforming,2
Engineering,"Statistician I",Female,5
Engineering,"Statistician I",Male,6
Engineering,"Statistician II",Female,7
Engineering,"Statistician II",Male,3
Engineering,"Statistician III",Female,4
Engineering,"Statistician IV",Female,2
Engineering,"Structural Analysis Engineer",Female,15
Engineering,"Structural Analysis Engineer",Male,13
Engineering,"Structural Engineer",Female,12
Engineering,"Structural Engineer",Male,15
Engineering,"Systems Administrator I",Female,162
Engineering,"Systems Administrator I",Male,203
Engineering,"Systems Administrator I",Non-Conforming,9
Engineering,"Systems Administrator II",Female,36
Engineering,"Systems Administrator II",Male,36
Engineering,"Systems Administrator II",Non-Conforming,2
Engineering,"Systems Administrator III",Female,34
Engineering,"Systems Administrator III",Male,48
Engineering,"Systems Administrator III",Non-Conforming,2
Engineering,"Systems Administrator IV",Female,32
Engineering,"Systems Administrator IV",Male,51
Engineering,"Systems Administrator IV",Non-Conforming,5
Engineering,"VP Quality Control",Female,12
Engineering,"VP Quality Control",Male,11
Engineering,"VP Quality Control",Non-Conforming,1
Engineering,"Web Designer I",Female,11
Engineering,"Web Designer I",Male,19
Engineering,"Web Designer II",Male,3
Engineering,"Web Designer II",Non-Conforming,1
Engineering,"Web Designer III",Female,4
Engineering,"Web Designer III",Male,5
Engineering,"Web Designer IV",Female,4
Engineering,"Web Designer IV",Male,4
Engineering,"Web Developer I",Female,44
Engineering,"Web Developer I",Male,51
Engineering,"Web Developer I",Non-Conforming,4
Engineering,"Web Developer II",Female,36
Engineering,"Web Developer II",Male,37
Engineering,"Web Developer II",Non-Conforming,4
Engineering,"Web Developer III",Female,30
Engineering,"Web Developer III",Male,40
Engineering,"Web Developer III",Non-Conforming,1
Engineering,"Web Developer IV",Female,31
Engineering,"Web Developer IV",Male,35
"Human Resources","Compensation Analyst",Female,13
"Human Resources","Compensation Analyst",Male,17
"Human Resources","Compensation Analyst",Non-Conforming,1
"Human Resources","HR Manager",Female,93
"Human Resources","HR Manager",Male,109
"Human Resources","HR Manager",Non-Conforming,2
"Human Resources","Human Resources Analyst",Female,178
"Human Resources","Human Resources Analyst",Male,220
"Human Resources","Human Resources Analyst",Non-Conforming,10
"Human Resources","Human Resources Analyst II",Female,307
"Human Resources","Human Resources Analyst II",Male,291
"Human Resources","Human Resources Analyst II",Non-Conforming,13
"Human Resources","Human Resources Assistant I",Female,4
"Human Resources","Human Resources Assistant I",Male,11
"Human Resources","Human Resources Assistant II",Female,5
"Human Resources","Human Resources Assistant II",Male,5
"Human Resources","Human Resources Assistant III",Female,8
"Human Resources","Human Resources Assistant III",Male,6
"Human Resources","Human Resources Assistant III",Non-Conforming,1
"Human Resources","Human Resources Assistant IV",Female,5
"Human Resources","Human Resources Assistant IV",Male,6
"Human Resources","Human Resources Assistant IV",Non-Conforming,1
"Human Resources","Human Resources Manager",Female,36
"Human Resources","Human Resources Manager",Male,26
"Human Resources","Human Resources Manager",Non-Conforming,1
"Human Resources",Recruiter,Female,115
"Human Resources",Recruiter,Male,114
"Human Resources",Recruiter,Non-Conforming,5
"Human Resources","Senior Recruiter",Female,97
"Human Resources","Senior Recruiter",Male,99
"Human Resources","Senior Recruiter",Non-Conforming,8
Legal,"Administrative Assistant",Female,20
Legal,"Administrative Assistant",Male,19
Legal,"Administrative Assistant",Non-Conforming,1
Legal,Attorney,Female,14
Legal,Attorney,Male,23
Legal,Attorney,Non-Conforming,3
Legal,"Executive Assistant",Female,18
Legal,"Executive Assistant",Male,21
Legal,"Executive Assistant",Non-Conforming,1
Legal,"Legal Assistant",Female,12
Legal,"Legal Assistant",Male,7
Legal,"Legal Assistant",Non-Conforming,1
Legal,Librarian,Female,8
Legal,Librarian,Male,18
Legal,Librarian,Non-Conforming,1
Legal,Paralegal,Female,36
Legal,Paralegal,Male,27
Legal,Paralegal,Non-Conforming,1
Legal,"Research Assistant",Female,14
Legal,"Research Assistant",Male,26
Legal,"Senior Attorney",Female,18
Legal,"Senior Attorney",Male,21
Legal,"Senior Attorney",Non-Conforming,1
Marketing,"Administrative Assistant II",Female,3
Marketing,"Administrative Assistant II",Male,1
Marketing,Editor,Female,46
Marketing,Editor,Male,46
Marketing,"Graphic Designer",Female,9
Marketing,"Graphic Designer",Male,3
Marketing,"Marketing Assistant",Female,4
Marketing,"Marketing Assistant",Male,4
Marketing,"Marketing Manager",Female,1
Marketing,"Media Manager I",Female,58
Marketing,"Media Manager I",Male,69
Marketing,"Media Manager I",Non-Conforming,2
Marketing,"Media Manager II",Female,21
Marketing,"Media Manager II",Male,26
Marketing,"Media Manager II",Non-Conforming,2
Marketing,"Office Assistant I",Female,4
Marketing,"Research Associate",Female,3
Marketing,"Research Associate",Male,1
Marketing,"Senior Editor",Female,66
Marketing,"Senior Editor",Male,74
Marketing,"Senior Editor",Non-Conforming,1
Marketing,"VP Marketing",Female,15
Marketing,"VP Marketing",Male,27
Marketing,"Web Designer I",Female,1
Marketing,"Web Designer I",Male,3
Marketing,"Web Designer III",Female,2
Marketing,"Web Designer III",Male,2
"Product Management","Assistant Manager",Female,12
"Product Management","Assistant Manager",Male,14
"Product Management","Business Analyst",Female,29
"Product Management","Business Analyst",Male,31
"Product Management","Chief Design Engineer",Female,7
"Product Management","Chief Design Engineer",Male,10
"Product Management","Design Engineer",Female,10
"Product Management","Design Engineer",Male,13
"Product Management","General Manager",Female,8
"Product Management","General Manager",Male,12
"Product Management","Product Engineer",Female,11
"Product Management","Product Engineer",Male,14
"Product Management","Project Manager",Female,135
"Product Management","Project Manager",Male,191
"Product Management","Project Manager",Non-Conforming,14
"Product Management","Quality Control Specialist",Female,20
"Product Management","Quality Control Specialist",Male,11
"Product Management","Quality Engineer",Female,9
"Product Management","Quality Engineer",Male,22
"Product Management","Senior Quality Engineer",Female,17
"Product Management","Senior Quality Engineer",Male,10
"Product Management","VP Product Management",Female,19
"Product Management","VP Product Management",Male,21
"Product Management","VP Product Management",Non-Conforming,1
"Research and Development","Administrative Assistant II",Female,1
"Research and Development","Administrative Assistant II",Male,1
"Research and Development","Administrative Assistant III",Male,1
"Research and Development","Assistant Manager",Male,1
"Research and Development","Assistant Manager",Non-Conforming,1
"Research and Development","Assistant Professor",Male,1
"Research and Development","Business Analyst",Female,4
"Research and Development","Chief Design Engineer",Female,2
"Research and Development","Chief Design Engineer",Male,1
"Research and Development","Design Engineer",Female,1
"Research and Development","Design Engineer",Male,1
"Research and Development","Design Engineer",Non-Conforming,1
"Research and Development","Engineer III",Female,1
"Research and Development","Executive Secretary",Female,1
"Research and Development","Executive Secretary",Male,1
"Research and Development","Financial Analyst",Male,1
"Research and Development","General Manager",Non-Conforming,1
"Research and Development","Information Systems Manager",Female,1
"Research and Development","Information Systems Manager",Male,2
"Research and Development","Office Assistant I",Male,3
"Research and Development","Office Assistant II",Non-Conforming,1
"Research and Development","Office Assistant IV",Male,1
"Research and Development",Operator,Female,109
"Research and Development",Operator,Male,92
"Research and Development",Operator,Non-Conforming,9
"Research and Development","Product Engineer",Male,1
"Research and Development","Quality Control Specialist",Female,39
"Research and Development","Quality Control Specialist",Male,33
"Research and Development","Quality Control Specialist",Non-Conforming,3
"Research and Development","Quality Engineer",Female,1
"Research and Development","Quality Engineer",Male,1
"Research and Development","Research Assistant I",Female,107
"Research and Development","Research Assistant I",Male,104
"Research and Development","Research Assistant I",Non-Conforming,3
"Research and Development","Research Associate",Female,82
"Research and Development","Research Associate",Male,84
"Research and Development","Research Associate",Non-Conforming,5
"Research and Development","Senior Quality Engineer",Female,41
"Research and Development","Senior Quality Engineer",Male,46
"Research and Development","Senior Quality Engineer",Non-Conforming,1
"Research and Development","Statistician I",Female,1
"Research and Development","Statistician II",Female,1
"Research and Development","Statistician II",Male,1
"Research and Development","Structural Analysis Engineer",Female,9
"Research and Development","Structural Analysis Engineer",Male,11
"Research and Development","Structural Engineer",Female,103
"Research and Development","Structural Engineer",Male,135
"Research and Development","Structural Engineer",Non-Conforming,14
"Research and Development","VP Quality Control",Female,9
"Research and Development","VP Quality Control",Male,9
"Research and Development","VP Quality Control",Non-Conforming,1
Sales,"Account Coordinator",Male,2
Sales,"Account Executive",Female,258
Sales,"Account Executive",Male,237
Sales,"Account Executive",Non-Conforming,10
Sales,"Account Manager",Female,102
Sales,"Account Manager",Male,107
Sales,"Account Manager",Non-Conforming,5
Sales,"Customer Success Manager",Female,88
Sales,"Customer Success Manager",Male,119
Sales,"Customer Success Manager",Non-Conforming,7
Sales,"Director of Sales",Female,5
Sales,"Director of Sales",Male,3
Sales,"Director of Sales",Non-Conforming,1
Sales,"Pre-Sales Consultant",Female,93
Sales,"Pre-Sales Consultant",Male,116
Sales,"Pre-Sales Consultant",Non-Conforming,5
Sales,"Relationshiop Manager",Female,93
Sales,"Relationshiop Manager",Male,115
Sales,"Relationshiop Manager",Non-Conforming,6
Sales,"Sales Associate",Female,4
Sales,"Sales Associate",Male,3
Sales,"Sales Representative",Female,2
Sales,"Sales Representative",Male,3
Sales,"Senior Sales Associate",Female,5
Sales,"Senior Sales Associate",Male,9
Sales,"Solutions Engineer",Female,86
Sales,"Solutions Engineer",Male,120
Sales,"Solutions Engineer",Non-Conforming,8
Sales,"Solutions Engineer Manager",Female,98
Sales,"Solutions Engineer Manager",Male,112
Sales,"Solutions Engineer Manager",Non-Conforming,4
Sales,"VP Sales",Female,5
Sales,"VP Sales",Non-Conforming,1
Services,"General Manager",Female,7
Services,"General Manager",Male,4
Services,Operator,Female,8
Services,Operator,Male,7
Services,"Research Associate",Female,6
Services,"Research Associate",Male,7
Services,"Service Coordinator",Female,161
Services,"Service Coordinator",Male,163
Services,"Service Coordinator",Non-Conforming,3
Services,"Service Manager",Female,160
Services,"Service Manager",Male,161
Services,"Service Manager",Non-Conforming,6
Services,"Service Tech",Female,154
Services,"Service Tech",Male,162
Services,"Service Tech",Non-Conforming,11
Services,"Service Tech II",Female,147
Services,"Service Tech II",Male,172
Services,"Service Tech II",Non-Conforming,8
Services,"Service Tech III",Female,157
Services,"Service Tech III",Male,177
Services,"Service Tech III",Non-Conforming,5
Support,"Assistant Manager",Female,1
Support,"Automation Specialist I",Female,3
Support,"Automation Specialist I",Male,3
Support,"Automation Specialist I",Non-Conforming,1
Support,"Automation Specialist II",Female,6
Support,"Automation Specialist II",Male,3
Support,"Automation Specialist III",Female,4
Support,"Automation Specialist III",Male,3
Support,"Automation Specialist III",Non-Conforming,1
Support,"Automation Specialist IV",Female,7
Support,"Automation Specialist IV",Male,1
Support,"Automation Specialist IV",Non-Conforming,1
Support,"Community Outreach Specialist",Female,18
Support,"Community Outreach Specialist",Male,11
Support,"Community Outreach Specialist",Non-Conforming,1
Support,"Desktop Support Technician",Female,133
Support,"Desktop Support Technician",Male,172
Support,"Desktop Support Technician",Non-Conforming,16
Support,"Help Desk Operator",Female,50
Support,"Help Desk Operator",Male,39
Support,"Help Desk Operator",Non-Conforming,3
Support,"Help Desk Technician",Female,160
Support,"Help Desk Technician",Male,169
Support,"Help Desk Technician",Non-Conforming,7
Support,"Support Staff",Female,24
Support,"Support Staff",Male,34
Support,"Support Staff",Non-Conforming,4
Support,"Support Staff II",Female,24
Support,"Support Staff II",Male,33
Support,"Support Staff II",Non-Conforming,2
Support,"Support Staff III",Female,7
Support,"Support Staff III",Male,13
Training,"Administrative Assistant I",Female,83
Training,"Administrative Assistant I",Male,98
Training,"Administrative Assistant I",Non-Conforming,2
Training,"Administrative Assistant II",Female,14
Training,"Administrative Assistant II",Male,16
Training,"Assistant Trainer",Female,85
Training,"Assistant Trainer",Male,93
Training,"Assistant Trainer",Non-Conforming,4
Training,"Chief Design Engineer",Male,1
Training,"Content Developer",Female,21
Training,"Content Developer",Male,33
Training,"Content Developer II",Female,20
Training,"Content Developer II",Male,29
Training,"Content Developer II",Non-Conforming,5
Training,"Content Developer III",Female,25
Training,"Content Developer III",Male,27
Training,"Content Developer III",Non-Conforming,2
Training,"Junior Trainer",Female,89
Training,"Junior Trainer",Male,87
Training,"Junior Trainer",Non-Conforming,5
Training,"Senior Trainer",Female,82
Training,"Senior Trainer",Male,95
Training,"Senior Trainer",Non-Conforming,5
Training,"Support Staff",Female,20
Training,"Support Staff",Male,20
Training,"Support Staff",Non-Conforming,2
Training,"Trainer I",Female,93
Training,"Trainer I",Male,78
Training,"Trainer I",Non-Conforming,11
Training,"Trainer II",Female,89
Training,"Trainer II",Male,90
Training,"Trainer II",Non-Conforming,3
Training,"Trainer III",Female,81
Training,"Trainer III",Male,100
Training,"Trainer III",Non-Conforming,1
Training,"Training Manager",Female,87
Training,"Training Manager",Male,90
Training,"Training Manager",Non-Conforming,5
Training,"VP of Training and Development",Male,1
